"Name","Memory","vCPUs","CPU Type","GPU Number","GPU Type","Premium Storage support","Premium Storage Caching support","Live migration support","VM generation support","Maximum Local Disks","Maximum Data Disks","Disk IOPS","Maximum Network Interface","Temporary Storage (Gb)","Expected network bandwidth (Mbps)","Low Priority cost","1 year reserved cost","3 year reserved cost","Linux Pay As You Go cost","Windows Pay As You Go cost"
"A0","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","0.02 hourly","0.02 hourly"
"A1","1.75 Gib","1","Unknown","0","","False","False","False","Unknown","70","2","0","2","70","500","Unavailable","Unavailable","Unavailable","0.06 hourly","0.09 hourly"
"A1 v2","2 Gib","1","Unknown","0","","False","False","False","Unknown","10 GB","0","0","0","10 GB","Moderate","Unavailable","Unavailable","Unavailable","0.043 hourly","0.065 hourly"
"A2","3.5 Gib","2","Unknown","0","","False","False","False","Unknown","135","4","0","2","135","500","Unavailable","Unavailable","Unavailable","0.12 hourly","0.18 hourly"
"A2 v2","4 Gib","2","Unknown","0","","False","False","False","Unknown","20 GB","0","0","0","20 GB","Moderate","Unavailable","Unavailable","Unavailable","0.091 hourly","0.136 hourly"
"A2m v2","16 Gib","2","Unknown","0","","False","False","False","Unknown","20 GB","0","0","0","20 GB","Moderate","Unavailable","Unavailable","Unavailable","0.119 hourly","0.18 hourly"
"A3","7 Gib","4","Unknown","0","","False","False","False","Unknown","285","8","0","2","285","1000","Unavailable","Unavailable","Unavailable","0.24 hourly","0.36 hourly"
"A4","14 Gib","8","Unknown","0","","False","False","False","Unknown","605","16","0","4","605","2000","Unavailable","Unavailable","Unavailable","0.48 hourly","0.72 hourly"
"A4 v2","8 Gib","4","Unknown","0","","False","False","False","Unknown","40 GB","0","0","0","40 GB","High","Unavailable","Unavailable","Unavailable","0.191 hourly","0.286 hourly"
"A4m v2","32 Gib","4","Unknown","0","","False","False","False","Unknown","40 GB","0","0","0","40 GB","High","Unavailable","Unavailable","Unavailable","0.238 hourly","0.36 hourly"
"A5","14 Gib","2","Unknown","0","","False","False","False","Unknown","135","4","0","2","135","500","Unavailable","Unavailable","Unavailable","0.25 hourly","0.33 hourly"
"A6","28 Gib","4","Unknown","0","","False","False","False","Unknown","285","8","0","2","285","1000","Unavailable","Unavailable","Unavailable","0.5 hourly","0.66 hourly"
"A7","56 Gib","8","Unknown","0","","False","False","False","Unknown","605","16","0","4","605","2000","Unavailable","Unavailable","Unavailable","1. hourly","1.32 hourly"
"A8 v2","16 Gib","8","Unknown","0","","False","False","False","Unknown","80 GB","0","0","0","80 GB","High","Unavailable","Unavailable","Unavailable","0.4 hourly","0.6 hourly"
"A8m v2","64 Gib","8","Unknown","0","","False","False","False","Unknown","80 GB","0","0","0","80 GB","High","Unavailable","Unavailable","Unavailable","0.475 hourly","0.72 hourly"
"B12ms","48 Gib","12","N/A","0","","True","False","True","Generation 1 and 2","96","16","4320/50","6","96","","Unavailable","0.29212 hourly","0.18767 hourly","0.499 hourly","0.547 hourly"
"B16ms","64 Gib","16","N/A","0","","True","False","True","Generation 1 and 2","128","32","4320/50","8","128","","Unavailable","0.3895 hourly","0.25023 hourly","0.666 hourly","0.73 hourly"
"B1ls","0.5 Gib","1","N/A","0","","True","False","True","Generation 1 and 2","4","2","160/10","2","4","","Unavailable","0.00308 hourly","0.00194 hourly","0.0052 hourly","Unavailable"
"B1ms","2 Gib","1","N/A","0","","True","False","True","Generation 1 and 2","4","2","640/10","2","4","","Unavailable","0.01221 hourly","0.00784 hourly","0.0207 hourly","0.0246 hourly"
"B1s","1 Gib","1","N/A","0","","True","False","True","Generation 1 and 2","4","2","320/10","2","4","","Unavailable","0.00605 hourly","0.00392 hourly","0.0104 hourly","0.014 hourly"
"B20ms","80 Gib","20","N/A","0","","True","False","True","Generation 1 and 2","160","32","4320/50","8","160","","Unavailable","0.48687 hourly","0.31279 hourly","0.832 hourly","0.912 hourly"
"B2ms","8 Gib","2","N/A","0","","True","False","True","Generation 1 and 2","16","4","1920/22.5","3","16","","Unavailable","0.04863 hourly","0.03128 hourly","0.0832 hourly","0.0912 hourly"
"B2s","4 Gib","2","N/A","0","","True","False","True","Generation 1 and 2","8","4","1280/15","3","8","","Unavailable","0.02432 hourly","0.01564 hourly","0.0416 hourly","0.0496 hourly"
"B4ms","16 Gib","4","N/A","0","","True","False","True","Generation 1 and 2","32","8","2880/35","4","32","","Unavailable","0.09737 hourly","0.06256 hourly","0.166 hourly","0.182 hourly"
"B8ms","32 Gib","8","N/A","0","","True","False","True","Generation 1 and 2","64","16","4320/50","4","64","","Unavailable","0.19475 hourly","0.12511 hourly","0.333 hourly","0.365 hourly"
"D1","3.5 Gib","1","Intel Xeon E5-2660 v2 (2.2GHz), Intel Xeon E5-2673 v3 2.4GHz (Haswell), Intel Xeon E5-2673 v4 2.3GHz (Broadwell)","0","","False","False","False","unknown","50","4","4x500","2","50","500","Unavailable","0.0403 hourly","0.02614 hourly","0.077 hourly","0.14 hourly"
"D1 v2","3.5 Gib","1","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","50","4","4x500","2","50","750","Unavailable","0.03082 hourly","0.02021 hourly","0.073 hourly","0.126 hourly"
"D11","14 Gib","2","Intel Xeon E5-2660 v2 (2.2GHz), Intel Xeon E5-2673 v3 2.4GHz (Haswell), Intel Xeon E5-2673 v4 2.3GHz (Broadwell)","0","","False","False","False","unknown","100","8","8x500","2","100","1000","Unavailable","0.1161 hourly","0.07454 hourly","0.193 hourly","0.264 hourly"
"D11 v2","14 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","100","8","8x500","2","100","1500","Unavailable","0.08813 hourly","0.0583 hourly","0.185 hourly","0.264 hourly"
"D11s","","","","","","False","False","False","","","","","","","","Unavailable","0.1161 hourly","0.07454 hourly","0.193 hourly","0.264 hourly"
"D12","28 Gib","4","Intel Xeon E5-2660 v2 (2.2GHz), Intel Xeon E5-2673 v3 2.4GHz (Haswell), Intel Xeon E5-2673 v4 2.3GHz (Broadwell)","0","","False","False","False","unknown","200","16","16x500","4","200","2000","Unavailable","0.23219 hourly","0.14909 hourly","0.386 hourly","0.528 hourly"
"D12 v2","28 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","200","16","16x500","4","200","3000","Unavailable","0.17637 hourly","0.11663 hourly","0.371 hourly","0.528 hourly"
"D12s","","","","","","False","False","False","","","","","","","","Unavailable","0.23219 hourly","0.14909 hourly","0.386 hourly","0.528 hourly"
"D13","56 Gib","8","Intel Xeon E5-2660 v2 (2.2GHz), Intel Xeon E5-2673 v3 2.4GHz (Haswell), Intel Xeon E5-2673 v4 2.3GHz (Broadwell)","0","","False","False","False","unknown","400","32","32x500","8","400","4000","Unavailable","0.4645 hourly","0.29821 hourly","0.771 hourly","1.056 hourly"
"D13 v2","56 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","400","32","32x500","8","400","6000","Unavailable","0.35274 hourly","0.23326 hourly","0.741 hourly","1.056 hourly"
"D13s","","","","","","False","False","False","","","","","","","","Unavailable","0.4645 hourly","0.29821 hourly","0.771 hourly","1.056 hourly"
"D14","112 Gib","16","Intel Xeon E5-2660 v2 (2.2GHz), Intel Xeon E5-2673 v3 2.4GHz (Haswell), Intel Xeon E5-2673 v4 2.3GHz (Broadwell)","0","","False","False","False","unknown","800","64","64x500","8","800","8000","Unavailable","0.92911 hourly","0.59642 hourly","1.542 hourly","2.111 hourly"
"D14 v2","112 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","800","64","64x500","8","800","12000","Unavailable","0.70571 hourly","0.46655 hourly","1.482 hourly","2.111 hourly"
"D14s","","","","","","False","False","False","","","","","","","","Unavailable","0.92911 hourly","0.59642 hourly","1.542 hourly","2.111 hourly"
"D15 v2","140 Gib","20","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1 GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","1000","64","64x500","8","1000","25000","Unavailable","0.88208 hourly","0.58318 hourly","1.853 hourly","2.639 hourly"
"D15i v2","","","","","","False","False","False","","","","","","","","Unavailable","Unavailable","Unavailable","1.853 hourly","2.639 hourly"
"D16 v3","64 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","400","32","0","8","400","8000","Unavailable","0.45799 hourly","0.29479 hourly","0.768 hourly","1.504 hourly"
"D16 v4","64 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","","32","0","8","","8000","Unavailable","0.45308 hourly","0.29186 hourly","0.768 hourly","1.504 hourly"
"D16 v5","","","","","","False","False","False","","","","","","","","Unavailable","0.45308 hourly","0.29186 hourly","0.768 hourly","1.504 hourly"
"D16a v4","64 Gib","16","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","","32","24000","8","","6400","Unavailable","0.4516 hourly","0.28877 hourly","0.768 hourly","1.504 hourly"
"D16ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.48619 hourly","0.31313 hourly","0.824 hourly","1.56 hourly"
"D16as v4","64 Gib","16","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","128","32","25600 / 384","8","128","6400","Unavailable","0.4516 hourly","0.28877 hourly","0.768 hourly","1.504 hourly"
"D16as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.40594 hourly","0.26145 hourly","0.688 hourly","1.424 hourly"
"D16d v4","64 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","600","32","0","8","600","8000","Unavailable","0.53151 hourly","0.33992 hourly","0.904 hourly","1.64 hourly"
"D16d v5","","","","","","False","False","False","","","","","","","","Unavailable","0.53333 hourly","0.34353 hourly","0.904 hourly","1.64 hourly"
"D16ds v4","64 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","600","32","25600","8","600","8000","Unavailable","0.53151 hourly","0.33992 hourly","0.904 hourly","1.64 hourly"
"D16ds v5","","","","","","False","False","False","","","","","","","","Unavailable","0.53333 hourly","0.34353 hourly","0.904 hourly","1.64 hourly"
"D16s v3","64 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), or the Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","128","32","25600/384","8","128","8000","Unavailable","0.45799 hourly","0.29479 hourly","0.768 hourly","1.504 hourly"
"D16s v4","64 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","32","25600","8","Remote Storage Only","8000","Unavailable","0.4516 hourly","0.28877 hourly","0.768 hourly","1.504 hourly"
"D16s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.45308 hourly","0.29186 hourly","0.768 hourly","1.504 hourly"
"D1s","","","","","","False","False","False","","","","","","","","Unavailable","0.0403 hourly","0.02614 hourly","0.077 hourly","0.14 hourly"
"D2","7 Gib","2","Intel Xeon E5-2660 v2 (2.2GHz), Intel Xeon E5-2673 v3 2.4GHz (Haswell), Intel Xeon E5-2673 v4 2.3GHz (Broadwell)","0","","False","False","False","unknown","100","8","8x500","2","100","1000","Unavailable","0.08139 hourly","0.05225 hourly","0.154 hourly","0.28 hourly"
"D2 v2","7 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","100","8","8x500","2","100","1500","Unavailable","0.06176 hourly","0.04041 hourly","0.146 hourly","0.252 hourly"
"D2 v3","8 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","50","4","0","2","50","1000","Unavailable","0.05719 hourly","0.03683 hourly","0.096 hourly","0.188 hourly"
"D2 v4","8 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","","4","0","2","","1000","Unavailable","0.05662 hourly","0.03649 hourly","0.096 hourly","0.188 hourly"
"D2 v5","","","","","","False","False","False","","","","","","","","Unavailable","0.05662 hourly","0.03649 hourly","0.096 hourly","0.188 hourly"
"D2a v4","8 Gib","2","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","","4","3000","2","","800","Unavailable","0.05639 hourly","0.03611 hourly","0.096 hourly","0.188 hourly"
"D2ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.06073 hourly","0.03916 hourly","0.103 hourly","0.195 hourly"
"D2as v4","8 Gib","2","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","16","4","3200 / 48","2","16","800","Unavailable","0.05639 hourly","0.03611 hourly","0.096 hourly","0.188 hourly"
"D2as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.05068 hourly","0.03269 hourly","0.086 hourly","0.178 hourly"
"D2d v4","8 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","75","4","0","2","75","1000","Unavailable","0.06644 hourly","0.0425 hourly","0.113 hourly","0.205 hourly"
"D2d v5","","","","","","False","False","False","","","","","","","","Unavailable","0.06667 hourly","0.04292 hourly","0.113 hourly","0.205 hourly"
"D2ds v4","8 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","75","4","3200","2","75","1000","Unavailable","0.06644 hourly","0.0425 hourly","0.113 hourly","0.205 hourly"
"D2ds v5","","","","","","False","False","False","","","","","","","","Unavailable","0.06667 hourly","0.04292 hourly","0.113 hourly","0.205 hourly"
"D2s","","","","","","False","False","False","","","","","","","","Unavailable","0.08139 hourly","0.05225 hourly","0.154 hourly","0.28 hourly"
"D2s v3","8 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), or the Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","16","4","3200/48","2","16","1000","Unavailable","0.05719 hourly","0.03683 hourly","0.096 hourly","0.188 hourly"
"D2s v4","8 Gib","2","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","4","3200","2","Remote Storage Only","1000","Unavailable","0.05639 hourly","0.03611 hourly","0.096 hourly","0.188 hourly"
"D2s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.05662 hourly","0.03649 hourly","0.096 hourly","0.188 hourly"
"D3","14 Gib","4","Intel Xeon E5-2660 v2 (2.2GHz), Intel Xeon E5-2673 v3 2.4GHz (Haswell), Intel Xeon E5-2673 v4 2.3GHz (Broadwell)","0","","False","False","False","unknown","200","16","16x500","4","200","2000","Unavailable","0.16301 hourly","0.10449 hourly","0.308 hourly","0.56 hourly"
"D3 v2","14 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","200","16","16x500","4","200","3000","Unavailable","0.12352 hourly","0.08082 hourly","0.293 hourly","0.504 hourly"
"D32 v3","128 Gib","32","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","800","32","0","8","800","16000","Unavailable","0.91598 hourly","0.58957 hourly","1.536 hourly","3.008 hourly"
"D32 v4","128 Gib","32","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","","32","0","8","","16000","Unavailable","0.90628 hourly","0.58368 hourly","1.536 hourly","3.008 hourly"
"D32 v5","","","","","","False","False","False","","","","","","","","Unavailable","0.90628 hourly","0.58368 hourly","1.536 hourly","3.008 hourly"
"D32a v4","128 Gib","32","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","","32","48000","8","","12800","Unavailable","0.9032 hourly","0.57755 hourly","1.536 hourly","3.008 hourly"
"D32ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.97237 hourly","0.62626 hourly","1.648 hourly","3.12 hourly"
"D32as v4","128 Gib","32","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","256","32","51200 / 768","8","256","12800","Unavailable","0.9032 hourly","0.57755 hourly","1.536 hourly","3.008 hourly"
"D32as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.81187 hourly","0.52287 hourly","1.376 hourly","2.848 hourly"
"D32d v4","128 Gib","32","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","1200","32","0","8","1200","16000","Unavailable","1.06313 hourly","0.67979 hourly","1.808 hourly","3.28 hourly"
"D32d v5","","","","","","False","False","False","","","","","","","","Unavailable","1.06667 hourly","0.68702 hourly","1.808 hourly","3.28 hourly"
"D32ds v4","128 Gib","32","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","1200","32","51200","8","1200","16000","Unavailable","1.06313 hourly","0.67979 hourly","1.808 hourly","3.28 hourly"
"D32ds v5","","","","","","False","False","False","","","","","","","","Unavailable","1.06667 hourly","0.68702 hourly","1.808 hourly","3.28 hourly"
"D32s v3","128 Gib","32","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), or the Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","256","32","51200/768","8","256","16000","Unavailable","0.91598 hourly","0.58957 hourly","1.536 hourly","3.008 hourly"
"D32s v4","128 Gib","32","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","32","51200","8","Remote Storage Only","16000","Unavailable","0.9032 hourly","0.57755 hourly","1.536 hourly","3.008 hourly"
"D32s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.90628 hourly","0.58368 hourly","1.536 hourly","3.008 hourly"
"D3s","","","","","","False","False","False","","","","","","","","Unavailable","0.16301 hourly","0.10449 hourly","0.308 hourly","0.56 hourly"
"D4","28 Gib","8","Intel Xeon E5-2660 v2 (2.2GHz), Intel Xeon E5-2673 v3 2.4GHz (Haswell), Intel Xeon E5-2673 v4 2.3GHz (Broadwell)","0","","False","False","False","unknown","400","32","32x500","8","400","4000","Unavailable","0.3242 hourly","0.20902 hourly","0.616 hourly","1.12 hourly"
"D4 v2","28 Gib","8","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","400","32","32x500","8","400","6000","Unavailable","0.24795 hourly","0.16073 hourly","0.585 hourly","1.008 hourly"
"D4 v3","16 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","100","8","0","2","100","2000","Unavailable","0.1145 hourly","0.07371 hourly","0.192 hourly","0.376 hourly"
"D4 v4","16 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","","8","0","2","","2000","Unavailable","0.11324 hourly","0.07295 hourly","0.192 hourly","0.376 hourly"
"D4 v5","","","","","","False","False","False","","","","","","","","Unavailable","0.11324 hourly","0.07295 hourly","0.192 hourly","0.376 hourly"
"D48 v3","192 Gib","48","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","1200","32","0","8","1200","24000","Unavailable","1.32854 hourly","0.864 hourly","2.304 hourly","4.512 hourly"
"D48 v4","192 Gib","48","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","","32","0","8","","24000","Unavailable","1.35936 hourly","0.87553 hourly","2.304 hourly","4.512 hourly"
"D48 v5","","","","","","False","False","False","","","","","","","","Unavailable","1.35936 hourly","0.87553 hourly","2.304 hourly","4.512 hourly"
"D48a v4","192 Gib","48","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","","32","96000","8","","19200","Unavailable","1.35479 hourly","0.86629 hourly","2.304 hourly","4.512 hourly"
"D48ads v5","","","","","","False","False","False","","","","","","","","Unavailable","1.45845 hourly","0.93935 hourly","2.472 hourly","4.68 hourly"
"D48as v4","192 Gib","48","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","384","32","76800 / 1148","8","384","19200","Unavailable","1.35479 hourly","0.86629 hourly","2.304 hourly","4.512 hourly"
"D48as v5","","","","","","False","False","False","","","","","","","","Unavailable","1.21781 hourly","0.78432 hourly","2.064 hourly","4.272 hourly"
"D48d v4","192 Gib","48","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","1800","32","0","8","1800","24000","Unavailable","1.59463 hourly","1.01971 hourly","2.712 hourly","4.92 hourly"
"D48d v5","","","","","","False","False","False","","","","","","","","Unavailable","1.60011 hourly","1.03056 hourly","2.712 hourly","4.92 hourly"
"D48ds v4","192 Gib","48","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","1800","32","76800","8","1800","24000","Unavailable","1.59463 hourly","1.01971 hourly","2.712 hourly","4.92 hourly"
"D48ds v5","","","","","","False","False","False","","","","","","","","Unavailable","1.60011 hourly","1.03056 hourly","2.712 hourly","4.92 hourly"
"D48s v3","192 Gib","48","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), or the Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","384","32","76800/1152","8","384","24000","Unavailable","1.32854 hourly","0.864 hourly","2.304 hourly","4.512 hourly"
"D48s v4","192 Gib","48","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","32","76800","8","Remote Storage Only","24000","Unavailable","1.35479 hourly","0.86629 hourly","2.304 hourly","4.512 hourly"
"D48s v5","","","","","","False","False","False","","","","","","","","Unavailable","1.35936 hourly","0.87553 hourly","2.304 hourly","4.512 hourly"
"D4a v4","16 Gib","4","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","","8","6000","2","","1600","Unavailable","0.1129 hourly","0.07218 hourly","0.192 hourly","0.376 hourly"
"D4ads v5","","","","","","False","False","False","","","","","","","","Unavailable","0.12158 hourly","0.07827 hourly","0.206 hourly","0.39 hourly"
"D4as v4","16 Gib","4","AMD 2.35 Ghz EPYC 7452","0","","True","True","True","Generation 1 and 2","32","8","6400 / 96","2","32","1600","Unavailable","0.1129 hourly","0.07218 hourly","0.192 hourly","0.376 hourly"
"D4as v5","","","","","","False","False","False","","","","","","","","Unavailable","0.10148 hourly","0.06537 hourly","0.172 hourly","0.356 hourly"
"D4d v4","16 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","150","8","0","2","150","2000","Unavailable","0.13288 hourly","0.08497 hourly","0.226 hourly","0.41 hourly"
"D4d v5","","","","","","False","False","False","","","","","","","","Unavailable","0.13333 hourly","0.08588 hourly","0.226 hourly","0.41 hourly"
"D4ds v4","16 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1 and 2","150","8","6400","2","150","2000","Unavailable","0.13288 hourly","0.08497 hourly","0.226 hourly","0.41 hourly"
"D4ds v5","","","","","","False","False","False","","","","","","","","Unavailable","0.13333 hourly","0.08588 hourly","0.226 hourly","0.41 hourly"
"D4s","","","","","","False","False","False","","","","","","","","Unavailable","0.3242 hourly","0.20902 hourly","0.616 hourly","1.12 hourly"
"D4s v3","16 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), or the Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","True","True","True","Generation 1 and 2","32","8","6400/96","2","32","2000","Unavailable","0.1145 hourly","0.07371 hourly","0.192 hourly","0.376 hourly"
"D4s v4","16 Gib","4","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","True","True","True","Generation 1 and 2","Remote Storage Only","8","6400","2","Remote Storage Only","2000","Unavailable","0.1129 hourly","0.07218 hourly","0.192 hourly","0.376 hourly"
"D4s v5","","","","","","False","False","False","","","","","","","","Unavailable","0.11324 hourly","0.07295 hourly","0.192 hourly","0.376 hourly"
"D5 v2","56 Gib","16","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","800","64","64x500","8","800","12000","Unavailable","0.49589 hourly","0.32146 hourly","1.17 hourly","2.016 hourly"
"D64 v3","256 Gib","64","Intel Xeon Platinum 8272CL (Cascade Lake), Intel Xeon 8171M 2.1GHz (Skylake), Intel Xeon E5-2673 v4 2.3 GHz (Broadwell), Intel Xeon E5-2673 v3 2.4 GHz (Haswell)","0","","False","False","True","Generation 1","1600","32","0","8","1600","30000","Unavailable","1.83196 hourly","1.17915 hourly","3.072 hourly","6.016 hourly"
"D64 v4","256 Gib","64","Intel Xeon Platinum 8272CL (Cascade Lake)","0","","False","False","True","Generation 1","","32","0","8","","30000","Unavailable","1.81244 hourly","1.16735 hourly","3.072 hourly","6.016 hourly"
"D64 v5","","","","","","False","False","False","","","","","","","","Unavailable","1.81244 hourly","1.16735 hourly","3.072 hourly","6.016 hourly"
