"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","Linux On Demand cost","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"C7G Double Extra Large","c7g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","$0.2890 hourly","$0.1273 hourly","$0.1332 hourly","unavailable","unavailable"
"R5B Extra Large","r5b.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2980 hourly","$0.1207 hourly","$0.0723 hourly","$0.4820 hourly","$0.3047 hourly"
"R5N Extra Large","r5n.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2980 hourly","$0.1210 hourly","$0.0817 hourly","$0.4820 hourly","$0.3050 hourly"
"T3A Double Extra Large","t3a.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.3008 hourly","$0.1299 hourly","$0.1584 hourly","$0.4480 hourly","$0.2771 hourly"
"R6ID Extra Large","r6id.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.3024 hourly","$0.1307 hourly","$0.0823 hourly","$0.4864 hourly","$0.3147 hourly"
"C6A Double Extra Large","c6a.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.3060 hourly","$0.1347 hourly","$0.1370 hourly","$0.6740 hourly","$0.5027 hourly"
"C6GD Double Extra Large","c6gd.2xlarge","16.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 10 Gigabit","$0.3072 hourly","$0.1327 hourly","$0.1153 hourly","unavailable","unavailable"
"M6G Double Extra Large","m6g.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3080 hourly","$0.1339 hourly","$0.1312 hourly","unavailable","unavailable"
"C5A Double Extra Large","c5a.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3080 hourly","$0.1330 hourly","$0.1711 hourly","$0.6760 hourly","$0.5010 hourly"
"I3 High I/O Extra Large","i3.xlarge","30.5 GiB","4 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.3120 hourly","$0.1510 hourly","$0.0936 hourly","$0.4960 hourly","$0.3350 hourly"
"M6IDN Extra Large","m6idn.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 30 Gigabit","$0.3182 hourly","$0.1237 hourly","$0.0647 hourly","$0.5022 hourly","$0.3077 hourly"
"M7G Double Extra Large","m7g.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","$0.3264 hourly","$0.1481 hourly","$0.1531 hourly","unavailable","unavailable"
"M5ZN Extra Large","m5zn.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.3303 hourly","$0.1427 hourly","$0.0870 hourly","$0.5143 hourly","$0.3267 hourly"
"R3 High-Memory Extra Large","r3.xlarge","30.5 GiB","4 vCPUs","80 GB                 SSD","Moderate","$0.3320 hourly","unavailable","$0.0617 hourly","$0.5830 hourly","unavailable"
"T3 Double Extra Large","t3.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.3328 hourly","$0.1438 hourly","$0.0998 hourly","$0.4800 hourly","$0.2910 hourly"
"R5DN Extra Large","r5dn.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 25 Gigabit","$0.3340 hourly","$0.1360 hourly","$0.0739 hourly","$0.5180 hourly","$0.3200 hourly"
"X2GD Extra Large","x2gd.xlarge","64.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.3340 hourly","$0.1141 hourly","$0.1677 hourly","unavailable","unavailable"
"C6I Double Extra Large","c6i.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.3400 hourly","$0.1497 hourly","$0.1653 hourly","$0.7080 hourly","$0.5177 hourly"
"C5 High-CPU Double Extra Large","c5.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3400 hourly","$0.1410 hourly","$0.1531 hourly","$0.7080 hourly","$0.5090 hourly"
"I4I Extra Large","i4i.xlarge","32.0 GiB","4 vCPUs","937 GB                 NVMe SSD","Up to 10 Gigabit","$0.3430 hourly","$0.1590 hourly","$0.1029 hourly","$0.5270 hourly","$0.3430 hourly"
"M5A Double Extra Large","m5a.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3440 hourly","$0.1490 hourly","$0.1725 hourly","$0.7120 hourly","$0.5170 hourly"
"C5AD Double Extra Large","c5ad.2xlarge","16.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.3440 hourly","$0.1490 hourly","$0.1668 hourly","$0.7120 hourly","$0.5170 hourly"
"C6GN Double Extra Large","c6gn.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.3456 hourly","$0.1484 hourly","$0.1375 hourly","unavailable","unavailable"
"M6A Double Extra Large","m6a.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.3456 hourly","$0.1568 hourly","$0.1689 hourly","$0.7136 hourly","$0.5248 hourly"
"R6IN Extra Large","r6in.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","$0.3487 hourly","$0.1412 hourly","$0.0597 hourly","$0.5327 hourly","$0.3252 hourly"
"M6GD Double Extra Large","m6gd.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 10 Gigabit","$0.3616 hourly","$0.1562 hourly","$0.1271 hourly","unavailable","unavailable"
"INF1 Double Extra Large","inf1.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.3620 hourly","$0.1740 hourly","$0.2072 hourly","unavailable","unavailable"
"IM4GN Extra Large","im4gn.xlarge","16.0 GiB","4 vCPUs","1875 GB                 NVMe SSD","Up to 25 Gigabit","$0.3638 hourly","$0.1663 hourly","$0.1802 hourly","unavailable","unavailable"
"T2 Double Extra Large","t2.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   4h 4.8m                   burst","EBS only","Moderate","$0.3712 hourly","$0.1604 hourly","$0.1634 hourly","$0.4332 hourly","$0.2224 hourly"
"Z1D Extra Large","z1d.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.3720 hourly","$0.1530 hourly","$0.1822 hourly","$0.5560 hourly","$0.3370 hourly"
"G4AD Extra Large","g4ad.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.3785 hourly","$0.1908 hourly","$0.1657 hourly","$0.5625 hourly","$0.3749 hourly"
"C5 High-CPU Double Extra Large","c5d.2xlarge","16.0 GiB","8 vCPUs","200 GB                 NVMe SSD","Up to 10 Gigabit","$0.3840 hourly","$0.1590 hourly","$0.1523 hourly","$0.7520 hourly","$0.5270 hourly"
"M5 General Purpose Double Extra Large","m5.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3840 hourly","$0.1660 hourly","$0.1134 hourly","$0.7520 hourly","$0.5340 hourly"
"M6I Double Extra Large","m6i.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.3840 hourly","$0.1742 hourly","$0.1663 hourly","$0.7520 hourly","$0.5422 hourly"
"R6IDN Extra Large","r6idn.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 30 Gigabit","$0.3908 hourly","$0.1591 hourly","$0.0684 hourly","$0.5748 hourly","$0.3431 hourly"
"C4 High-CPU Double Extra Large","c4.2xlarge","15.0 GiB","8 vCPUs","EBS only","High","$0.3980 hourly","$0.1770 hourly","$0.1677 hourly","$0.7660 hourly","$0.5450 hourly"
"M4 General Purpose Double Extra Large","m4.2xlarge","32.0 GiB","8 vCPUs","EBS only","High","$0.4000 hourly","$0.1728 hourly","$0.1698 hourly","$0.7680 hourly","$0.5408 hourly"
"C6ID Double Extra Large","c6id.2xlarge","16.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.4032 hourly","$0.1685 hourly","$0.1489 hourly","$0.7712 hourly","$0.5365 hourly"
"R6G Double Extra Large","r6g.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.4032 hourly","$0.1742 hourly","$0.1150 hourly","unavailable","unavailable"
"A1 Metal","a1.metal","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.4080 hourly","$0.1760 hourly","$0.3126 hourly","unavailable","unavailable"
"A1 Quadruple Extra Large","a1.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.4080 hourly","$0.1763 hourly","$0.2017 hourly","unavailable","unavailable"
"M5AD Double Extra Large","m5ad.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.4120 hourly","$0.1780 hourly","$0.1641 hourly","$0.7800 hourly","$0.5460 hourly"
"R7G Double Extra Large","r7g.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","$0.4284 hourly","$0.1943 hourly","$0.1448 hourly","unavailable","unavailable"
"C5N Double Extra Large","c5n.2xlarge","21.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.4320 hourly","$0.1570 hourly","$0.1681 hourly","$0.8000 hourly","$0.5250 hourly"
"I3EN Extra Large","i3en.xlarge","32.0 GiB","4 vCPUs","2500 GB                 NVMe SSD","Up to 25 Gigabit","$0.4520 hourly","$0.1970 hourly","$0.1356 hourly","$0.6360 hourly","$0.3810 hourly"
"M5 General Purpose Double Extra Large","m5d.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.4520 hourly","$0.1950 hourly","$0.1674 hourly","$0.8200 hourly","$0.5630 hourly"
"R5A Double Extra Large","r5a.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.4520 hourly","$0.1950 hourly","$0.1715 hourly","$0.8200 hourly","$0.5630 hourly"
"C6IN Double Extra Large","c6in.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 40 Gigabit","$0.4536 hourly","$0.1647 hourly","$0.1643 hourly","$0.8216 hourly","$0.5327 hourly"
"R6A Double Extra Large","r6a.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.4536 hourly","$0.2057 hourly","$0.1498 hourly","$0.8216 hourly","$0.5737 hourly"
"R6GD Double Extra Large","r6gd.2xlarge","64.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 10 Gigabit","$0.4608 hourly","$0.1991 hourly","$0.1501 hourly","unavailable","unavailable"
"H1 Double Extra Large","h1.2xlarge","32.0 GiB","8 vCPUs","2000 GB                 HDD","Up to 10 Gigabit","$0.4680 hourly","$0.2260 hourly","$0.2250 hourly","$0.8360 hourly","$0.5940 hourly"
"M6ID Double Extra Large","m6id.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.4746 hourly","$0.2050 hourly","$0.1747 hourly","$0.8426 hourly","$0.5730 hourly"
"M5N Double Extra Large","m5n.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.4760 hourly","$0.1840 hourly","$0.1699 hourly","$0.8440 hourly","$0.5520 hourly"
"D3 Extra Large","d3.xlarge","32.0 GiB","4 vCPUs","5940 GB                 (3 * 1980 GB NVMe HDD)","Up to 15 Gigabit","$0.4990 hourly","$0.2160 hourly","$0.1884 hourly","$0.6830 hourly","$0.4000 hourly"
"R5 Double Extra Large","r5.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.5040 hourly","$0.2180 hourly","$0.1509 hourly","$0.8720 hourly","$0.5860 hourly"
"R6I Double Extra Large","r6i.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.5040 hourly","$0.2286 hourly","$0.1590 hourly","$0.8720 hourly","$0.5966 hourly"
"R5AD Double Extra Large","r5ad.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.5240 hourly","$0.2260 hourly","$0.1766 hourly","$0.8920 hourly","$0.5940 hourly"
"G4DN Extra Large","g4dn.xlarge","16.0 GiB","4 vCPUs","125 GB                 NVMe SSD","Up to 25 Gigabit","$0.5260 hourly","$0.2270 hourly","$0.1578 hourly","$0.7100 hourly","$0.4110 hourly"
"R4 High-Memory Double Extra Large","r4.2xlarge","61.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.5320 hourly","$0.2290 hourly","$0.1740 hourly","$0.9000 hourly","$0.5970 hourly"
"G4AD Double Extra Large","g4ad.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.5412 hourly","$0.2729 hourly","$0.2693 hourly","$0.9092 hourly","$0.6409 hourly"
"C6G Quadruple Extra Large","c6g.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.5440 hourly","$0.2350 hourly","$0.1596 hourly","unavailable","unavailable"
"M5DN Double Extra Large","m5dn.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 25 Gigabit","$0.5440 hourly","$0.2120 hourly","$0.1756 hourly","$0.9120 hourly","$0.5800 hourly"
"M6IN Double Extra Large","m6in.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 40 Gigabit","$0.5569 hourly","$0.2147 hourly","$0.1725 hourly","$0.9249 hourly","$0.5827 hourly"
"R5D Double Extra Large","r5d.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.5760 hourly","$0.2490 hourly","$0.1566 hourly","$0.9440 hourly","$0.6170 hourly"
"IS4GEN Extra Large","is4gen.xlarge","24.0 GiB","4 vCPUs","3750 GB                 NVMe SSD","Up to 25 Gigabit","$0.5763 hourly","$0.2506 hourly","$0.1874 hourly","unavailable","unavailable"
"C7G Quadruple Extra Large","c7g.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","$0.5781 hourly","$0.2545 hourly","$0.2893 hourly","unavailable","unavailable"
"R5N Double Extra Large","r5n.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.5960 hourly","$0.2410 hourly","$0.1681 hourly","$0.9640 hourly","$0.6090 hourly"
"R5B Double Extra Large","r5b.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.5960 hourly","$0.2414 hourly","$0.1380 hourly","$0.9640 hourly","$0.6094 hourly"
"R6ID Double Extra Large","r6id.2xlarge","64.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.6048 hourly","$0.2614 hourly","$0.1751 hourly","$0.9728 hourly","$0.6294 hourly"
"C6A Quadruple Extra Large","c6a.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.6120 hourly","$0.2694 hourly","$0.3053 hourly","$1.3480 hourly","$1.0054 hourly"
"C6GD Quadruple Extra Large","c6gd.4xlarge","32.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.6144 hourly","$0.2654 hourly","$0.2633 hourly","unavailable","unavailable"
"C5A Quadruple Extra Large","c5a.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.6160 hourly","$0.2660 hourly","$0.1955 hourly","$1.3520 hourly","$1.0020 hourly"
"M6G Quadruple Extra Large","m6g.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.6160 hourly","$0.2678 hourly","$0.2397 hourly","unavailable","unavailable"
"I3 High I/O Double Extra Large","i3.2xlarge","61.0 GiB","8 vCPUs","1900 GB                 NVMe SSD","Up to 10 Gigabit","$0.6240 hourly","$0.3020 hourly","$0.1872 hourly","$0.9920 hourly","$0.6700 hourly"
"M6IDN Double Extra Large","m6idn.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 40 Gigabit","$0.6365 hourly","$0.2475 hourly","$0.1597 hourly","$1.0045 hourly","$0.6155 hourly"
"M7G Quadruple Extra Large","m7g.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","$0.6528 hourly","$0.2961 hourly","$0.2626 hourly","unavailable","unavailable"
"M5ZN Double Extra Large","m5zn.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.6607 hourly","$0.2854 hourly","$0.1651 hourly","$1.0287 hourly","$0.6534 hourly"
"R3 High-Memory Double Extra Large","r3.2xlarge","61.0 GiB","8 vCPUs","160 GB                 SSD","High","$0.6640 hourly","unavailable","$0.1425 hourly","$1.0450 hourly","unavailable"
"X2GD Double Extra Large","x2gd.2xlarge","128.0 GiB","8 vCPUs","475 GB                 NVMe SSD","Up to 10 Gigabit","$0.6680 hourly","$0.2282 hourly","$0.3236 hourly","unavailable","unavailable"
"R5DN Double Extra Large","r5dn.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 25 Gigabit","$0.6680 hourly","$0.2720 hourly","$0.1717 hourly","$1.0360 hourly","$0.6400 hourly"
"C5 High-CPU Quadruple Extra Large","c5.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.6800 hourly","$0.2820 hourly","$0.1520 hourly","$1.4160 hourly","$1.0180 hourly"
"C6I Quadruple Extra Large","c6i.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.6800 hourly","$0.2994 hourly","$0.2059 hourly","$1.4160 hourly","$1.0354 hourly"
"I4I Double Extra Large","i4i.2xlarge","64.0 GiB","8 vCPUs","1875 GB                 NVMe SSD","Up to 12 Gigabit","$0.6860 hourly","$0.3180 hourly","$0.2058 hourly","$1.0540 hourly","$0.6860 hourly"
"M5A Quadruple Extra Large","m5a.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.6880 hourly","$0.2970 hourly","$0.3427 hourly","$1.4240 hourly","$1.0330 hourly"
"C5AD Quadruple Extra Large","c5ad.4xlarge","32.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$0.6880 hourly","$0.2970 hourly","$0.2857 hourly","$1.4240 hourly","$1.0330 hourly"
"D2 Extra Large","d2.xlarge","30.5 GiB","4 vCPUs","6144 GB                 (3 * 2048 GB HDD)","Moderate","$0.6900 hourly","unavailable","$0.2070 hourly","$0.8210 hourly","unavailable"
"M6A Quadruple Extra Large","m6a.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.6912 hourly","$0.3135 hourly","$0.2526 hourly","$1.4272 hourly","$1.0495 hourly"
"C6GN Quadruple Extra Large","c6gn.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","$0.6912 hourly","$0.2967 hourly","$0.2293 hourly","unavailable","unavailable"
"R6IN Double Extra Large","r6in.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 40 Gigabit","$0.6973 hourly","$0.2823 hourly","$0.1762 hourly","$1.0653 hourly","$0.6503 hourly"
"M6GD Quadruple Extra Large","m6gd.4xlarge","64.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.7232 hourly","$0.3124 hourly","$0.2948 hourly","unavailable","unavailable"
"IM4GN Double Extra Large","im4gn.2xlarge","32.0 GiB","8 vCPUs","3750 GB                 NVMe SSD","Up to 25 Gigabit","$0.7276 hourly","$0.3326 hourly","$0.3765 hourly","unavailable","unavailable"
"Z1D Double Extra Large","z1d.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.7440 hourly","$0.3070 hourly","$0.3432 hourly","$1.1120 hourly","$0.6750 hourly"
"G3S Extra Large","g3s.xlarge","30.5 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.7500 hourly","$0.4370 hourly","$0.2250 hourly","$0.9340 hourly","$0.6210 hourly"
"G4DN Double Extra Large","g4dn.2xlarge","32.0 GiB","8 vCPUs","225 GB                 NVMe SSD","Up to 25 Gigabit","$0.7520 hourly","$0.3250 hourly","$0.3147 hourly","$1.1200 hourly","$0.6930 hourly"
"INF2 Extra Large","inf2.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 15 Gigabit","$0.7582 hourly","$0.3275 hourly","$0.2275 hourly","unavailable","unavailable"
"M5 General Purpose Quadruple Extra Large","m5.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.7680 hourly","$0.3320 hourly","$0.2157 hourly","$1.5040 hourly","$1.0680 hourly"
"M6I Quadruple Extra Large","m6i.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.7680 hourly","$0.3484 hourly","$0.2445 hourly","$1.5040 hourly","$1.0844 hourly"
"C5 High-CPU Quadruple Extra Large","c5d.4xlarge","32.0 GiB","16 vCPUs","400 GB                 NVMe SSD","Up to 10 Gigabit","$0.7680 hourly","$0.3190 hourly","$0.2879 hourly","$1.5040 hourly","$1.0550 hourly"
"R6IDN Double Extra Large","r6idn.2xlarge","64.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 40 Gigabit","$0.7816 hourly","$0.3182 hourly","$0.1727 hourly","$1.1496 hourly","$0.6862 hourly"
"C4 High-CPU Quadruple Extra Large","c4.4xlarge","30.0 GiB","16 vCPUs","EBS only","High","$0.7960 hourly","$0.3540 hourly","$0.3431 hourly","$1.5320 hourly","$1.0900 hourly"
"M4 General Purpose Quadruple Extra Large","m4.4xlarge","64.0 GiB","16 vCPUs","EBS only","High","$0.8000 hourly","$0.3456 hourly","$0.3335 hourly","$1.5360 hourly","$1.0816 hourly"
"C6ID Quadruple Extra Large","c6id.4xlarge","32.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.8064 hourly","$0.3370 hourly","$0.3438 hourly","$1.5424 hourly","$1.0730 hourly"
"R6G Quadruple Extra Large","r6g.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.8064 hourly","$0.3484 hourly","$0.2587 hourly","unavailable","unavailable"
"M5AD Quadruple Extra Large","m5ad.4xlarge","64.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$0.8240 hourly","$0.3560 hourly","$0.3447 hourly","$1.5600 hourly","$1.0920 hourly"
"X2IEDN Extra Large","x2iedn.xlarge","128.0 GiB","4 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","$0.8336 hourly","$0.2674 hourly","$0.2501 hourly","$1.0176 hourly","$0.4514 hourly"
"X1E Extra Large","x1e.xlarge","122.0 GiB","4 vCPUs","120 GB                 SSD","Up to 10 Gigabit","$0.8340 hourly","$0.2680 hourly","$0.2502 hourly","$1.0180 hourly","$0.4520 hourly"
"I2 Extra Large","i2.xlarge","30.5 GiB","4 vCPUs","800 GB                 SSD","Moderate","$0.8530 hourly","unavailable","$0.2559 hourly","$0.9730 hourly","unavailable"
"R7G Quadruple Extra Large","r7g.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","$0.8568 hourly","$0.3886 hourly","$0.3050 hourly","unavailable","unavailable"
"C5N Quadruple Extra Large","c5n.4xlarge","42.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","$0.8640 hourly","$0.3140 hourly","$0.2680 hourly","$1.6000 hourly","$1.0500 hourly"
"G4AD Quadruple Extra Large","g4ad.4xlarge","64.0 GiB","16 vCPUs","600 GB                 NVMe SSD","Up to 10 Gigabit","$0.8670 hourly","$0.4371 hourly","$0.4413 hourly","$1.6030 hourly","$1.1731 hourly"
"P2 General Purpose GPU Extra Large","p2.xlarge","61.0 GiB","4 vCPUs","EBS only","High","$0.9000 hourly","$0.4590 hourly","$0.2700 hourly","$1.0840 hourly","$0.6430 hourly"
"I3EN Double Extra Large","i3en.2xlarge","64.0 GiB","8 vCPUs","5000 GB                 (2 * 2500 GB NVMe SSD)","Up to 25 Gigabit","$0.9040 hourly","$0.3930 hourly","$0.2712 hourly","$1.2720 hourly","$0.7610 hourly"
"M5 General Purpose Quadruple Extra Large","m5d.4xlarge","64.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$0.9040 hourly","$0.3910 hourly","$0.3346 hourly","$1.6400 hourly","$1.1270 hourly"
"R5A Quadruple Extra Large","r5a.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.9040 hourly","$0.3910 hourly","$0.2681 hourly","$1.6400 hourly","$1.1270 hourly"
"R6A Quadruple Extra Large","r6a.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.9072 hourly","$0.4115 hourly","$0.2991 hourly","$1.6432 hourly","$1.1475 hourly"
"C6IN Quadruple Extra Large","c6in.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 50 Gigabit","$0.9072 hourly","$0.3294 hourly","$0.2557 hourly","$1.6432 hourly","$1.0654 hourly"
"R6GD Quadruple Extra Large","r6gd.4xlarge","128.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.9216 hourly","$0.3981 hourly","$0.2304 hourly","unavailable","unavailable"
"H1 Quadruple Extra Large","h1.4xlarge","64.0 GiB","16 vCPUs","4000 GB                 (2 * 2000 GB HDD)","Up to 10 Gigabit","$0.9360 hourly","$0.4520 hourly","$0.3956 hourly","$1.6720 hourly","$1.1880 hourly"
"M6ID Quadruple Extra Large","m6id.4xlarge","64.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.9492 hourly","$0.4101 hourly","$0.3086 hourly","$1.6852 hourly","$1.1461 hourly"
"M5N Quadruple Extra Large","m5n.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","$0.9520 hourly","$0.3670 hourly","$0.3484 hourly","$1.6880 hourly","$1.1030 hourly"
"M5ZN 3xlarge","m5zn.3xlarge","48.0 GiB","12 vCPUs","EBS only","Up to 25 Gigabit","$0.9910 hourly","$0.4281 hourly","$0.2588 hourly","$1.5430 hourly","$0.9801 hourly"
"D3 Double Extra Large","d3.2xlarge","64.0 GiB","8 vCPUs","11880 GB                 (6 * 1980 GB NVMe HDD)","Up to 15 Gigabit","$0.9990 hourly","$0.4320 hourly","$0.3810 hourly","$1.3670 hourly","$0.8000 hourly"
"R6I Quadruple Extra Large","r6i.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$1.0080 hourly","$0.4572 hourly","$0.2675 hourly","$1.7440 hourly","$1.1932 hourly"
"R5 Quadruple Extra Large","r5.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.0080 hourly","$0.4350 hourly","$0.2532 hourly","$1.7440 hourly","$1.1710 hourly"
"R5AD Quadruple Extra Large","r5ad.4xlarge","128.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$1.0480 hourly","$0.4530 hourly","$0.3449 hourly","$1.7840 hourly","$1.1890 hourly"
"R4 High-Memory Quadruple Extra Large","r4.4xlarge","122.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.0640 hourly","$0.4579 hourly","$0.3228 hourly","$1.8000 hourly","$1.1939 hourly"
