AvailabilityZone,Duration,FixedPrice,InstanceType,ProductDescription,ReservedInstancesOfferingId,UsagePrice,CurrencyCode,InstanceTenancy,Marketplace,OfferingClass,OfferingType,PricingDetails,RecurringCharges,Scope
us-east-1b,94608000,1214.0,c4.large,Linux/UNIX,d521d494-38bb-4d6d-9acb-fd40d087d29e,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,0.0,c4.large,Linux/UNIX,8fa6799c-2618-4978-9ffb-5d49d9925f6d,0.0,USD,default,False,standard,No Upfront,[],"[{'Amount': 0.063, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,0.0,c4.large,Linux/UNIX,d392a89a-e1a6-4fdc-8b69-c541bc5145f5,0.0,USD,default,False,convertible,No Upfront,[],"[{'Amount': 0.072, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,0.0,c4.large,Linux/UNIX,706cd6df-a5b0-4f25-8bbe-2a2fc37f75e3,0.0,USD,default,False,standard,No Upfront,[],"[{'Amount': 0.044, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,0.0,c4.large,Linux/UNIX,98bce8bb-8b89-4bd3-a642-684b03488350,0.0,USD,default,False,convertible,No Upfront,[],"[{'Amount': 0.051, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,263.0,c4.large,Linux/UNIX,5583fce4-d87f-4dfb-b236-d96e46aa4ddf,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.03, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,302.0,c4.large,Linux/UNIX,5814c86a-5f26-4a20-9855-abd5f86c1429,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.035, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,539.0,c4.large,Linux/UNIX,4ed8adbc-049f-4cd9-90c8-2c2a00c560fe,0.0,USD,default,False,standard,Partial Upfront,[],"[{'Amount': 0.021, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,620.0,c4.large,Linux/UNIX,e18d9d44-337d-46d5-9b55-ae7016f997e5,0.0,USD,default,False,convertible,Partial Upfront,[],"[{'Amount': 0.024, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,1039.0,c4.xlarge,Linux/UNIX,08082bdb-97c6-44bc-92f6-583fedd3f153,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,1185.0,c4.xlarge,Linux/UNIX,a3b2795d-a0e1-4be3-b425-2d7636997f45,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,2050.0,c4.xlarge,Linux/UNIX,715c1644-6608-4343-9138-2ea51173dac1,0.0,USD,default,False,standard,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,94608000,2429.0,c4.xlarge,Linux/UNIX,6b867f43-1b2d-4227-8fbb-e79c7c102791,0.0,USD,default,False,convertible,All Upfront,[],"[{'Amount': 0.0, 'Frequency': 'Hourly'}]",Availability Zone
us-east-1b,31536000,0.0,c4.xlarge,Linux/UNIX,198e46cc-1498-450c-b2d7-5bbbaeebd093,0.0,USD,default,False,standard,No Upfront,[],"[{'Amount': 0.126, 'Frequency': 'Hourly'}]",Availability Zone
